image,critical,high,total
ghcr.io/k8snetworkplumbingwg/whereabouts:v0.9.3,2,42,44
kubeovn/kube-ovn:v1.15.4,4,70,74
longhornio/backing-image-manager:v1.11.2,1,38,39
longhornio/csi-attacher:v4.11.0-20260428,1,12,13
longhornio/csi-node-driver-registrar:v2.16.0-20260428,1,10,11
longhornio/csi-provisioner:v5.3.0-20260428,1,12,13
longhornio/csi-resizer:v2.1.0-20260428,1,12,13
longhornio/csi-snapshotter:v8.5.0-20260428,1,12,13
longhornio/livenessprobe:v2.18.0-20260428,1,9,10
longhornio/longhorn-cli:v1.11.2,0,22,22
longhornio/longhorn-engine:v1.11.2,4,52,56
longhornio/longhorn-instance-manager:v1.11.2,3,51,54
longhornio/longhorn-manager:v1.11.2,2,26,28
longhornio/longhorn-share-manager:v1.11.2,1,26,27
longhornio/longhorn-ui:v1.11.2,0,21,21
longhornio/support-bundle-kit:v0.0.84,1,24,25
rancher/appco-alertmanager:0.28.1-12.7,0,20,20
rancher/appco-grafana:12.1.1-2.2,5,97,102
rancher/appco-k8s-sidecar:1.30.7-11.3,1,34,35
rancher/appco-kube-state-metrics:2.17.0-10.7,1,38,39
rancher/appco-node-exporter:1.9.1-11.3,0,37,37
rancher/cluster-api-controller:v1.12.7,1,13,14
rancher/fleet-agent:v0.15.4,0,5,5
rancher/fleet:v0.15.4,0,25,25
rancher/hardened-addon-resizer:1.8.23-build20260717,0,5,5
rancher/hardened-calico:v3.32.1-build20260722,5,13,18
rancher/hardened-cluster-autoscaler:v1.10.3-build20260717,0,5,5
rancher/hardened-cni-plugins:v1.9.1-build20260717,0,0,0
rancher/hardened-coredns:v1.14.6-build20260722,1,7,8
rancher/hardened-dns-node-cache:1.26.8-build20260722,1,7,8
rancher/hardened-etcd:v3.6.14-k3s1-build20260723,2,11,13
rancher/hardened-flannel:v0.28.8-build20260722,1,2,3
rancher/hardened-k8s-metrics-server:v0.9.0-build20260722,1,8,9
rancher/hardened-kubernetes:v1.35.7-rke2r1-build20260723,5,40,45
rancher/hardened-multus-cni:v4.3.0-build20260722,2,4,6
rancher/hardened-snapshot-controller:v8.6.0-build20260722,1,7,8
rancher/harvester-cluster-repo:v1.8.2,0,3,3
rancher/harvester-eventrouter:v1.8.2,0,8,8
