image,critical,high,total
ghcr.io/k8snetworkplumbingwg/whereabouts:v0.8.0,2,51,53
ghcr.io/kube-vip/kube-vip-iptables:v0.8.1,2,33,35
longhornio/backing-image-manager:v1.8.2,2,53,55
longhornio/csi-attacher:v4.9.0,0,13,13
longhornio/csi-node-driver-registrar:v2.14.0,0,13,13
longhornio/csi-provisioner:v5.3.0,0,11,11
longhornio/csi-resizer:v1.13.2,0,11,11
longhornio/csi-snapshotter:v8.2.0,0,11,11
longhornio/livenessprobe:v2.16.0,0,12,12
longhornio/longhorn-cli:v1.8.2,2,39,41
longhornio/longhorn-engine:v1.8.2,4,73,77
longhornio/longhorn-instance-manager:v1.8.2,5,69,74
longhornio/longhorn-manager:v1.8.2,5,42,47
longhornio/longhorn-share-manager:v1.8.2,3,44,47
longhornio/longhorn-ui:v1.8.2,2,31,33
longhornio/support-bundle-kit:v0.0.56,2,41,43
rancher/fleet-agent:v0.12.4,1,32,33
rancher/fleet:v0.12.4,4,79,83
rancher/gitjob:v0.9.8,0,83,83
rancher/hardened-addon-resizer:1.8.23-build20250612,0,10,10
rancher/hardened-cluster-autoscaler:v1.10.2-build20250611,0,10,10
rancher/hardened-cni-plugins:v1.7.1-build20250611,0,7,7
rancher/hardened-coredns:v1.12.2-build20250611,0,18,18
rancher/hardened-dns-node-cache:1.26.0-build20250611,0,39,39
rancher/hardened-etcd:v3.5.21-k3s1-build20250612,0,18,18
rancher/hardened-flannel:v0.27.1-build20250710,2,35,37
rancher/hardened-k8s-metrics-server:v0.8.0-build20250704,0,12,12
rancher/hardened-kubernetes:v1.32.7-rke2r1-build20250716,0,111,111
rancher/hardened-multus-cni:v4.2.1-build20250627,0,46,46
rancher/harvester-cluster-repo:v1.5-head,2,22,24
rancher/harvester-eventrouter:v1.5.1,0,15,15
rancher/harvester-load-balancer-webhook:v1.5.2,1,22,23
rancher/harvester-load-balancer:v1.5.2,1,22,23
rancher/harvester-network-controller:v1.5.2,3,36,39
rancher/harvester-network-helper:v1.5.2,1,25,26
rancher/harvester-network-webhook:v1.5.2,1,25,26
rancher/harvester-networkfs-manager:v1.5.2,2,28,30
rancher/harvester-node-disk-manager-webhook:v1.5.2,1,26,27
rancher/harvester-node-disk-manager:v1.5.2,2,33,35
rancher/harvester-node-manager-webhook:v1.5.2,3,30,33
rancher/harvester-node-manager:v1.5.2,3,29,32
rancher/harvester-pcidevices:v1.5.2,2,31,33
rancher/harvester-seeder:v1.5.2,3,31,34
rancher/harvester-upgrade:v1.5-head,4,111,115
rancher/harvester-vm-import-controller:v1.5.2,3,48,51
rancher/harvester-webhook:v1.5-head,2,44,46
rancher/harvester:v1.5-head,2,46,48
rancher/klipper-helm:v0.9.8-build20250709,0,67,67
rancher/klipper-lb:v0.4.13,0,4,4
rancher/kubectl:v1.32.3,0,12,12
rancher/mirrored-cluster-api-controller:v1.9.5,0,14,14
rancher/mirrored-fluent-fluent-bit:3.1.8,4,25,29
rancher/mirrored-grafana-grafana:11.1.0,1,23,24
rancher/mirrored-ingress-nginx-kube-webhook-certgen:v1.6.0,0,14,14
rancher/mirrored-kiwigrid-k8s-sidecar:1.27.4,5,35,40
rancher/mirrored-kube-logging-config-reloader:v0.0.6,0,12,12
rancher/mirrored-kube-logging-fluentd:v1.16-4.10-full,8,69,77
rancher/mirrored-kube-logging-logging-operator:4.10.0,0,10,10
rancher/mirrored-kube-state-metrics-kube-state-metrics:v2.12.0,0,29,29
rancher/mirrored-library-busybox:1.31.1,0,0,0
rancher/mirrored-library-nginx:1.24.0-alpine,2,11,13
rancher/mirrored-pause:3.6,0,0,0
rancher/mirrored-prometheus-adapter-prometheus-adapter:v0.12.0,0,13,13
rancher/mirrored-prometheus-alertmanager:v0.27.0,0,34,34
rancher/mirrored-prometheus-node-exporter:v1.8.2,0,10,10
rancher/mirrored-prometheus-operator-admission-webhook:v0.75.1,0,17,17
rancher/mirrored-prometheus-operator-prometheus-config-reloader:v0.75.1,0,31,31
rancher/mirrored-prometheus-operator-prometheus-operator:v0.75.1,0,17,17
rancher/mirrored-prometheus-prometheus:v2.53.1,0,36,36
rancher/mirrored-sig-storage-snapshot-controller:v8.2.0,0,10,10
rancher/rancher-agent:v2.11.3,0,64,64
rancher/rancher-webhook:v0.7.3,0,14,14
rancher/rancher:v2.11.3,1,272,273
rancher/rke2-cloud-provider:v1.32.5-rc1.0.20250516182639-8e8f2a4726fd-build20250612,0,32,32
