image,critical,high,total
rancher/aks-operator:v1.11.13,0,0,0
rancher/appco-k8s-sidecar:1.30.7-11.3,1,34,35
rancher/appco-redis:8.0.3-2.1,1,9,10
rancher/backup-restore-operator:v7.0.10,1,5,6
rancher/cis-operator:v1.4.10,0,0,0
rancher/eks-operator:v1.11.13,0,0,0
rancher/fleet-agent:v0.12.19,1,2,3
rancher/fleet:v0.12.19,2,11,13
rancher/hardened-addon-resizer:1.8.23-build20260206,0,10,10
rancher/hardened-cluster-autoscaler:v1.10.3-build20260206,0,10,10
rancher/hardened-cni-plugins:v1.9.0-build20260206,0,2,2
rancher/hardened-coredns:v1.14.1-build20260206,1,26,27
rancher/hardened-csi-snapshotter:v8.4.0-build20260205,1,16,17
rancher/hardened-dns-node-cache:1.26.7-build20260206,1,23,24
rancher/hardened-etcd:v3.5.26-k3s1-build20260227,2,21,23
rancher/hardened-flannel:v0.28.1-build20260206,1,14,15
rancher/hardened-k8s-metrics-server:v0.8.1-build20260206,1,17,18
rancher/hardened-kubernetes:v1.32.13-rke2r1-build20260227,5,96,101
rancher/hardened-multus-cni:v4.2.3-build20260206,2,9,11
rancher/hardened-multus-dynamic-networks-controller:v0.3.7-build20260207,1,12,13
rancher/hardened-multus-thick:v4.2.3-build20260206,2,10,12
rancher/hardened-snapshot-controller:v8.4.0-build20260205,1,16,17
rancher/hardened-traefik:v3.6.9-build20260226,3,32,35
rancher/hardened-whereabouts:v0.9.2-build20260206,0,29,29
rancher/harvester-cloud-provider:v0.2.4,2,27,29
rancher/harvester-cloud-provider:v0.2.5,1,24,25
rancher/harvester-csi-driver:v0.2.3,2,38,40
rancher/harvester-csi-driver:v0.2.4,2,35,37
rancher/k3s-upgrade:v1.30.14-k3s2,2,27,29
rancher/k3s-upgrade:v1.31.14-k3s1,2,30,32
rancher/k3s-upgrade:v1.32.13-k3s1,0,13,13
rancher/klipper-helm:v0.13.3-build20260727,0,18,18
rancher/klipper-helm:v0.9.14-build20260210,3,51,54
rancher/klipper-lb:v0.4.14,0,6,6
