image,release,package_name,package_version,type,vulnerability_id,severity,url,target,patched_version,mirrored,status,justification
registry.rancher.com/suse-observability/container-tools:1.8.5-653,observability-agent/v1.2.45,libcap2,2.63-150400.3.3.1,sles,SUSE-SU-2026:1432-1,HIGH,,/tmp/image-scanning-sbom-3631246459/registry.rancher.com_suse-observability_container-tools_1.8.5-653@sha256_1d5c073f3f17333c48dc5742941be0d673c9c89ac064eeb51284ad2adf6fd3f1.cdx.json (sles 15.7),2.63-150400.3.6.1,false,affected,
registry.rancher.com/suse-observability/container-tools:1.8.5-653,observability-agent/v1.2.45,libopenssl1_1,1.1.1w-150700.11.11.1,sles,SUSE-SU-2026:1386-1,HIGH,,/tmp/image-scanning-sbom-3631246459/registry.rancher.com_suse-observability_container-tools_1.8.5-653@sha256_1d5c073f3f17333c48dc5742941be0d673c9c89ac064eeb51284ad2adf6fd3f1.cdx.json (sles 15.7),1.1.1w-150700.11.16.1,false,affected,
registry.rancher.com/suse-observability/container-tools:1.8.5-653,observability-agent/v1.2.45,libpython3_6m1_0,3.6.15-150300.10.109.1,sles,SUSE-SU-2026:1715-1,HIGH,,/tmp/image-scanning-sbom-3631246459/registry.rancher.com_suse-observability_container-tools_1.8.5-653@sha256_1d5c073f3f17333c48dc5742941be0d673c9c89ac064eeb51284ad2adf6fd3f1.cdx.json (sles 15.7),3.6.15-150300.10.118.1,false,affected,
registry.rancher.com/suse-observability/container-tools:1.8.5-653,observability-agent/v1.2.45,python3-base,3.6.15-150300.10.109.1,sles,SUSE-SU-2026:1715-1,HIGH,,/tmp/image-scanning-sbom-3631246459/registry.rancher.com_suse-observability_container-tools_1.8.5-653@sha256_1d5c073f3f17333c48dc5742941be0d673c9c89ac064eeb51284ad2adf6fd3f1.cdx.json (sles 15.7),3.6.15-150300.10.118.1,false,affected,
registry.rancher.com/suse-observability/container-tools:1.8.5-653,observability-agent/v1.2.45,vim,9.2.0110-150500.20.43.1,sles,SUSE-SU-2026:1607-1,HIGH,,/tmp/image-scanning-sbom-3631246459/registry.rancher.com_suse-observability_container-tools_1.8.5-653@sha256_1d5c073f3f17333c48dc5742941be0d673c9c89ac064eeb51284ad2adf6fd3f1.cdx.json (sles 15.7),9.2.0280-150500.20.46.1,false,affected,
registry.rancher.com/suse-observability/container-tools:1.8.5-653,observability-agent/v1.2.45,vim-data-common,9.2.0110-150500.20.43.1,sles,SUSE-SU-2026:1607-1,HIGH,,/tmp/image-scanning-sbom-3631246459/registry.rancher.com_suse-observability_container-tools_1.8.5-653@sha256_1d5c073f3f17333c48dc5742941be0d673c9c89ac064eeb51284ad2adf6fd3f1.cdx.json (sles 15.7),9.2.0280-150500.20.46.1,false,affected,
registry.rancher.com/suse-observability/container-tools:1.8.5-653,observability-agent/v1.2.45,wheel,0.45.1,python-pkg,CVE-2026-24049,HIGH,https://avd.aquasec.com/nvd/cve-2026-24049,Python,0.46.2,false,affected,
registry.rancher.com/suse-observability/container-tools:1.8.5-653,observability-agent/v1.2.45,github.com/docker/cli,v26.0.2+incompatible,gobinary,CVE-2025-15558,HIGH,https://avd.aquasec.com/nvd/cve-2025-15558,usr/bin/sts-toolbox,29.2.0,false,affected,
registry.rancher.com/suse-observability/container-tools:1.8.5-653,observability-agent/v1.2.45,github.com/docker/docker,v28.0.4+incompatible,gobinary,CVE-2026-34040,HIGH,https://avd.aquasec.com/nvd/cve-2026-34040,usr/bin/sts-toolbox,29.3.1,false,affected,
registry.rancher.com/suse-observability/container-tools:1.8.5-653,observability-agent/v1.2.45,go.opentelemetry.io/otel/sdk,v1.42.0,gobinary,CVE-2026-39883,HIGH,https://avd.aquasec.com/nvd/cve-2026-39883,usr/bin/sts-toolbox,1.43.0,false,affected,
registry.rancher.com/suse-observability/container-tools:1.8.5-653,observability-agent/v1.2.45,stdlib,v1.26.1,gobinary,CVE-2026-32280,HIGH,https://avd.aquasec.com/nvd/cve-2026-32280,usr/bin/sts-toolbox,"1.25.9, 1.26.2",false,affected,
registry.rancher.com/suse-observability/container-tools:1.8.5-653,observability-agent/v1.2.45,stdlib,v1.26.1,gobinary,CVE-2026-33811,HIGH,https://avd.aquasec.com/nvd/cve-2026-33811,usr/bin/sts-toolbox,"1.25.10, 1.26.3",false,affected,
registry.rancher.com/suse-observability/container-tools:1.8.5-653,observability-agent/v1.2.45,stdlib,v1.26.1,gobinary,CVE-2026-33814,HIGH,https://avd.aquasec.com/nvd/cve-2026-33814,usr/bin/sts-toolbox,"1.25.10, 1.26.3",false,affected,
