image,critical,high,total
rancher/aks-operator:v1.11.11,0,3,3
rancher/appco-k8s-sidecar:1.30.7-11.3,1,21,22
rancher/appco-redis:8.0.3-2.1,1,5,6
rancher/backup-restore-operator:v7.0.6,0,4,4
rancher/cis-operator:v1.4.8,0,1,1
rancher/eks-operator:v1.11.11,0,3,3
rancher/fleet-agent:v0.12.14,0,0,0
rancher/fleet:v0.12.14,0,0,0
rancher/hardened-addon-resizer:1.8.22-build20250110,1,4,5
rancher/hardened-addon-resizer:1.8.23-build20250507,1,5,6
rancher/hardened-addon-resizer:1.8.23-build20250612,1,4,5
rancher/hardened-addon-resizer:1.8.23-build20250909,1,4,5
rancher/hardened-addon-resizer:1.8.23-build20251016,1,2,3
rancher/hardened-addon-resizer:1.8.23-build20251204,1,1,2
rancher/hardened-addon-resizer:1.8.23-build20260119,1,1,2
rancher/hardened-addon-resizer:1.8.23-build20260206,0,1,1
rancher/hardened-calico:v3.30.3-build20251015,0,6,6
rancher/hardened-cluster-autoscaler:v1.10.2-build20250611,1,4,5
rancher/hardened-cluster-autoscaler:v1.10.2-build20250909,1,4,5
rancher/hardened-cluster-autoscaler:v1.10.2-build20251015,1,2,3
rancher/hardened-cluster-autoscaler:v1.10.2-build20251204,1,1,2
rancher/hardened-cluster-autoscaler:v1.10.2-build20260116,1,1,2
rancher/hardened-cluster-autoscaler:v1.10.3-build20260206,0,1,1
rancher/hardened-cluster-autoscaler:v1.9.0-build20241126,1,4,5
rancher/hardened-cni-plugins:v1.6.0-build20241022,0,6,6
rancher/hardened-cni-plugins:v1.7.1-build20250611,0,4,4
rancher/hardened-cni-plugins:v1.7.1-build20250725,0,4,4
rancher/hardened-cni-plugins:v1.8.0-build20251014,0,4,4
rancher/hardened-cni-plugins:v1.8.0-build20251204,0,4,4
rancher/hardened-cni-plugins:v1.9.0-build20260116,18,22,40
rancher/hardened-cni-plugins:v1.9.0-build20260206,0,20,20
rancher/hardened-coredns:v1.12.0-build20241126,1,12,13
rancher/hardened-coredns:v1.12.1-build20250401,1,12,13
rancher/hardened-coredns:v1.12.1-build20250507,1,12,13
rancher/hardened-coredns:v1.12.2-build20250611,1,12,13
rancher/hardened-coredns:v1.12.3-build20250806,1,13,14
rancher/hardened-coredns:v1.12.3-build20250909,1,21,22
rancher/hardened-coredns:v1.13.1-build20251015,1,17,18
rancher/hardened-coredns:v1.13.1-build20251204,1,16,17
rancher/hardened-coredns:v1.14.1-build20260116,1,14,15
rancher/hardened-coredns:v1.14.1-build20260206,0,12,12
rancher/hardened-csi-snapshotter:v8.4.0-build20260108,1,1,2
rancher/hardened-csi-snapshotter:v8.4.0-build20260205,0,1,1
rancher/hardened-dns-node-cache:1.24.0-build20241211,1,19,20
rancher/hardened-dns-node-cache:1.26.0-build20250515,1,19,20
rancher/hardened-dns-node-cache:1.26.0-build20250611,1,18,19
rancher/hardened-dns-node-cache:1.26.0-build20250909,1,18,19
rancher/hardened-dns-node-cache:1.26.7-build20251016,1,16,17
rancher/hardened-dns-node-cache:1.26.7-build20251204,1,15,16
rancher/hardened-dns-node-cache:1.26.7-build20260119,1,15,16
rancher/hardened-dns-node-cache:1.26.7-build20260206,0,13,13
rancher/hardened-etcd:v3.5.16-k3s1-build20241106,2,8,10
rancher/hardened-etcd:v3.5.18-k3s1-build20250210,2,8,10
rancher/hardened-etcd:v3.5.19-k3s1-build20250306,2,8,10
rancher/hardened-etcd:v3.5.21-k3s1-build20250411,2,8,10
