image,critical,high,total
rancher/aks-operator:v1.2.6,0,2,2
rancher/backup-restore-operator:v4.0.4,0,0,0
rancher/calico-cni:v3.26.3-rancher1,0,41,41
rancher/calico-cni:v3.27.4-rancher1,0,16,16
rancher/cis-operator:v1.1.2,0,0,0
rancher/eks-operator:v1.3.6,0,1,1
rancher/flannel-cni:v0.3.0-rancher9,0,32,32
rancher/fleet-agent:v0.9.12,0,0,0
rancher/fleet:v0.9.12,0,2,2
rancher/gitjob:v0.9.18,0,4,4
rancher/gke-operator:v1.2.6,0,2,2
rancher/hardened-addon-resizer:1.8.20-build20240410,0,2,2
rancher/hardened-addon-resizer:1.8.20-build20240910,0,1,1
rancher/hardened-addon-resizer:1.8.20-build20241001,0,1,1
rancher/hardened-calico:v3.28.1-build20240806,0,31,31
rancher/hardened-calico:v3.28.1-build20240911,0,6,6
rancher/hardened-calico:v3.28.2-build20241016,0,3,3
rancher/hardened-cluster-autoscaler:v1.8.10-build20240124,0,2,2
rancher/hardened-cluster-autoscaler:v1.8.11-build20240910,0,0,0
rancher/hardened-cluster-autoscaler:v1.8.11-build20241014,0,0,0
rancher/hardened-cni-plugins:v1.5.1-build20240805,0,19,19
rancher/hardened-cni-plugins:v1.5.1-build20240910,0,0,0
rancher/hardened-cni-plugins:v1.5.1-build20241009,0,0,0
rancher/hardened-coredns:v1.11.1-build20240305,0,5,5
rancher/hardened-coredns:v1.11.1-build20240910,0,2,2
rancher/hardened-coredns:v1.11.3-build20241018,0,0,0
rancher/hardened-dns-node-cache:1.22.28-build20240125,0,6,6
rancher/hardened-dns-node-cache:1.23.1-build20240910,0,2,2
rancher/hardened-dns-node-cache:1.23.1-build20241008,0,2,2
rancher/hardened-etcd:v3.5.13-k3s1-build20240531,0,4,4
rancher/hardened-etcd:v3.5.13-k3s1-build20240910,0,0,0
rancher/hardened-flannel:v0.25.5-build20240801,0,15,15
rancher/hardened-flannel:v0.25.6-build20240910,0,9,9
rancher/hardened-flannel:v0.25.7-build20241008,0,6,6
rancher/hardened-ib-sriov-cni:v1.0.3-build20240327,0,16,16
rancher/hardened-k8s-metrics-server:v0.7.1-build20240401,0,1,1
rancher/hardened-k8s-metrics-server:v0.7.1-build20240910,0,0,0
rancher/hardened-k8s-metrics-server:v0.7.1-build20241008,0,0,0
rancher/hardened-kubernetes:v1.27.16-rke2r2-build20240819,0,0,0
rancher/hardened-kubernetes:v1.28.15-rke2r1-build20241023,0,0,0
rancher/hardened-multus-cni:v4.0.2-build20240612,0,0,0
rancher/hardened-multus-cni:v4.1.0-build20240910,0,0,0
rancher/hardened-multus-cni:v4.1.2-build20241011,0,0,0
rancher/hardened-node-feature-discovery:v0.14.1-build20230926,0,48,48
rancher/hardened-node-feature-discovery:v0.15.4-build20240513,0,7,7
rancher/hardened-sriov-cni:v2.7.0-build20240327,0,16,16
rancher/hardened-sriov-network-config-daemon:v1.2.0-build20240327,0,17,17
rancher/hardened-sriov-network-device-plugin:v3.6.2-build20240327,0,17,17
rancher/hardened-sriov-network-operator:v1.2.0-build20240327,0,19,19
rancher/hardened-sriov-network-resources-injector:v1.5-build20240327,0,17,17
rancher/hardened-sriov-network-webhook:v1.2.0-build20240327,0,17,17
rancher/hardened-whereabouts:v0.7.0-build20240429,0,3,3
rancher/hardened-whereabouts:v0.8.0-build20240910,0,2,2
rancher/hardened-whereabouts:v0.8.0-build20241011,0,2,2
rancher/harvester-cloud-provider:v0.2.0,0,20,20
rancher/harvester-cloud-provider:v0.2.1,0,8,8
rancher/harvester-cloud-provider:v0.2.2,0,4,4
rancher/harvester-csi-driver:v0.1.5,0,67,67
rancher/harvester-csi-driver:v0.1.6,0,47,47
rancher/harvester-csi-driver:v0.1.7,0,5,5
rancher/harvester-csi-driver:v0.2.1,0,1,1
rancher/harvester-csi-driver:v0.2.2,0,1,1
rancher/helm-project-operator:v0.2.1,0,11,11
rancher/hyperkube:v1.27.16-rancher1,0,0,0
rancher/hyperkube:v1.28.15-rancher1,0,0,0
rancher/istio-installer:1.19.6-rancher1,0,21,21
rancher/istio-installer:1.21.1-rancher1,0,20,20
rancher/k3s-upgrade:v1.27.16-k3s1,0,4,4
rancher/k3s-upgrade:v1.28.15-k3s1,0,0,0
rancher/klipper-helm:v0.8.4-build20240523,0,56,56
rancher/klipper-helm:v0.9.2-build20240828,0,2,2
rancher/klipper-helm:v0.9.3-build20241008,0,0,0
rancher/klipper-lb:v0.4.9,0,0,0
rancher/kube-api-auth:v0.2.1,0,5,5
rancher/kubectl:v1.20.2,0,26,26
rancher/kubectl:v1.21.5,0,22,22
rancher/kubectl:v1.22.6,0,19,19
rancher/kubectl:v1.23.3,0,19,19
rancher/kubectl:v1.27.16,0,0,0
rancher/kubectl:v1.28.15,0,0,0
rancher/local-path-provisioner:v0.0.28,0,1,1
rancher/local-path-provisioner:v0.0.30,0,0,0
rancher/longhornio-csi-attacher:v3.2.1,0,35,35
rancher/longhornio-csi-node-driver-registrar:v2.3.0,0,33,33
rancher/longhornio-csi-provisioner:v2.1.2,0,41,41
rancher/longhornio-csi-resizer:v1.2.0,0,35,35
rancher/machine:v0.15.0-rancher118,0,4,4
rancher/mirrored-amazon-aws-cli:2.9.14,1,142,143
rancher/mirrored-appscode-kubed:v0.13.2,1,27,28
rancher/mirrored-bci-busybox:15.6.24.2,0,0,0
rancher/mirrored-bci-micro:15.6.24.2,0,0,0
rancher/mirrored-calico-apiserver:v3.26.3,0,12,12
rancher/mirrored-calico-apiserver:v3.27.0,0,6,6
rancher/mirrored-calico-apiserver:v3.27.2,0,6,6
rancher/mirrored-calico-apiserver:v3.27.3,0,4,4
rancher/mirrored-calico-apiserver:v3.28.1,0,0,0
rancher/mirrored-calico-apiserver:v3.28.2,0,0,0
rancher/mirrored-calico-cni:v3.26.3,0,27,27
rancher/mirrored-calico-cni:v3.27.0,0,12,12
rancher/mirrored-calico-cni:v3.27.2,0,12,12
rancher/mirrored-calico-cni:v3.27.3,0,9,9
rancher/mirrored-calico-cni:v3.28.1,0,0,0
rancher/mirrored-calico-cni:v3.28.2,0,0,0
rancher/mirrored-calico-csi:v3.27.2,0,2,2
rancher/mirrored-calico-csi:v3.27.3,0,2,2
rancher/mirrored-calico-csi:v3.28.1,0,1,1
rancher/mirrored-calico-csi:v3.28.2,0,1,1
rancher/mirrored-calico-ctl:v3.26.3,0,6,6
rancher/mirrored-calico-ctl:v3.27.0,0,3,3
rancher/mirrored-calico-ctl:v3.27.2,0,3,3
rancher/mirrored-calico-ctl:v3.27.3,0,3,3
rancher/mirrored-calico-ctl:v3.27.4,0,2,2
rancher/mirrored-calico-ctl:v3.28.1,0,2,2
rancher/mirrored-calico-ctl:v3.28.2,0,2,2
rancher/mirrored-calico-kube-controllers:v3.26.3,0,8,8
rancher/mirrored-calico-kube-controllers:v3.27.0,0,4,4
rancher/mirrored-calico-kube-controllers:v3.27.2,0,4,4
rancher/mirrored-calico-kube-controllers:v3.27.3,0,2,2
rancher/mirrored-calico-kube-controllers:v3.27.4,0,0,0
rancher/mirrored-calico-kube-controllers:v3.28.1,0,0,0
rancher/mirrored-calico-kube-controllers:v3.28.2,0,0,0
rancher/mirrored-calico-node-driver-registrar:v3.27.2,0,2,2
rancher/mirrored-calico-node-driver-registrar:v3.27.3,0,2,2
rancher/mirrored-calico-node-driver-registrar:v3.28.1,0,1,1
rancher/mirrored-calico-node-driver-registrar:v3.28.2,0,1,1
rancher/mirrored-calico-node:v3.26.3,0,22,22
rancher/mirrored-calico-node:v3.27.0,0,13,13
rancher/mirrored-calico-node:v3.27.2,0,13,13
rancher/mirrored-calico-node:v3.27.3,0,12,12
rancher/mirrored-calico-node:v3.27.4,0,4,4
rancher/mirrored-calico-node:v3.28.1,0,2,2
rancher/mirrored-calico-node:v3.28.2,0,2,2
rancher/mirrored-calico-operator:v1.30.7,0,5,5
rancher/mirrored-calico-operator:v1.32.3,0,3,3
rancher/mirrored-calico-operator:v1.32.5,0,3,3
rancher/mirrored-calico-operator:v1.32.7,0,3,3
rancher/mirrored-calico-operator:v1.34.3,0,2,2
rancher/mirrored-calico-operator:v1.34.5,0,2,2
rancher/mirrored-calico-pod2daemon-flexvol:v3.26.1,0,2,2
rancher/mirrored-calico-pod2daemon-flexvol:v3.26.3,0,2,2
rancher/mirrored-calico-pod2daemon-flexvol:v3.27.0,0,1,1
rancher/mirrored-calico-pod2daemon-flexvol:v3.27.2,0,1,1
rancher/mirrored-calico-pod2daemon-flexvol:v3.27.3,0,1,1
rancher/mirrored-calico-pod2daemon-flexvol:v3.27.4,0,0,0
rancher/mirrored-calico-pod2daemon-flexvol:v3.28.1,0,0,0
rancher/mirrored-calico-pod2daemon-flexvol:v3.28.2,0,0,0
rancher/mirrored-calico-typha:v3.26.3,0,4,4
rancher/mirrored-calico-typha:v3.27.0,0,1,1
rancher/mirrored-calico-typha:v3.27.2,0,1,1
rancher/mirrored-calico-typha:v3.27.3,0,1,1
rancher/mirrored-calico-typha:v3.28.1,0,0,0
rancher/mirrored-calico-typha:v3.28.2,0,0,0
rancher/mirrored-cilium-certgen:v0.1.12,0,2,2
rancher/mirrored-cilium-certgen:v0.2.0,0,2,2
rancher/mirrored-cilium-cilium-envoy:v1.26.6-ff0d5d3f77d610040e93c7c7a430d61a0c0b90c1,0,0,0
rancher/mirrored-cilium-cilium-envoy:v1.27.3-713b673cccf1af661efd75ca20532336517ddcb9,0,0,0
rancher/mirrored-cilium-cilium-envoy:v1.27.4-21905253931655328edaacf3cd16aeda73bbea2f,0,0,0
rancher/mirrored-cilium-cilium-envoy:v1.28.3-31ec52ec5f2e4d28a8e19a0bfb872fa48cf7a515,0,0,0
rancher/mirrored-cilium-cilium-envoy:v1.29.7-39a2a56bbd5b3a591f69dbca51d3e30ef97e0e51,0,0,0
rancher/mirrored-cilium-cilium-envoy:v1.29.9-1726784081-a90146d13b4cd7d168d573396ccf2b3db5a3b047,0,0,0
rancher/mirrored-cilium-cilium:v1.16.0,0,0,0
rancher/mirrored-cilium-cilium:v1.16.1,0,0,0
rancher/mirrored-cilium-cilium:v1.16.2,0,0,0
rancher/mirrored-cilium-clustermesh-apiserver:v1.16.0,0,0,0
rancher/mirrored-cilium-clustermesh-apiserver:v1.16.1,0,0,0
rancher/mirrored-cilium-clustermesh-apiserver:v1.16.2,0,0,0
rancher/mirrored-cilium-hubble-relay:v1.16.0,0,0,0
rancher/mirrored-cilium-hubble-relay:v1.16.1,0,0,0
rancher/mirrored-cilium-hubble-relay:v1.16.2,0,0,0
rancher/mirrored-cilium-hubble-ui-backend:v0.13.1,0,2,2
rancher/mirrored-cilium-hubble-ui:v0.13.0,0,0,0
rancher/mirrored-cilium-hubble-ui:v0.13.1,0,0,0
rancher/mirrored-cilium-operator-aws:v1.16.0,0,0,0
rancher/mirrored-cilium-operator-aws:v1.16.1,0,0,0
rancher/mirrored-cilium-operator-aws:v1.16.2,0,0,0
rancher/mirrored-cilium-operator-azure:v1.15.5,0,0,0
rancher/mirrored-cilium-operator-azure:v1.16.0,0,0,0
rancher/mirrored-cilium-operator-azure:v1.16.1,0,0,0
rancher/mirrored-cilium-operator-azure:v1.16.2,0,0,0
rancher/mirrored-cilium-operator-generic:v1.16.0,0,0,0
rancher/mirrored-cilium-operator-generic:v1.16.1,0,0,0
rancher/mirrored-cilium-operator-generic:v1.16.2,0,0,0
rancher/mirrored-cloud-provider-vsphere-cpi-release-manager:v1.27.0,0,13,13
rancher/mirrored-cloud-provider-vsphere-cpi-release-manager:v1.28.0,0,8,8
rancher/mirrored-cloud-provider-vsphere-csi-release-driver:v3.3.0,7,17,24
rancher/mirrored-cloud-provider-vsphere-csi-release-syncer:v3.3.0,4,15,19
rancher/mirrored-cluster-api-controller:v1.4.4,0,9,9
rancher/mirrored-cluster-proportional-autoscaler:v1.8.9,0,4,4
rancher/mirrored-coredns-coredns:1.10.1,0,12,12
rancher/mirrored-coredns-coredns:1.11.3,0,0,0
rancher/mirrored-coredns-coredns:1.9.4,0,16,16
rancher/mirrored-coreos-etcd:v3.5.10,0,4,4
rancher/mirrored-coreos-etcd:v3.5.9,0,15,15
rancher/mirrored-curlimages-curl:7.83.1,1,12,13
rancher/mirrored-curlimages-curl:7.85.0,0,12,12
rancher/mirrored-dexidp-dex:v2.37.0,4,21,25
rancher/mirrored-elemental-operator:1.6.5,0,0,0
rancher/mirrored-elemental-seedimage-builder:1.6.5,0,0,0
rancher/mirrored-epinio-epinio-server:v1.10.0,3,16,19
rancher/mirrored-epinio-epinio-ui:v1.10.0-0.0.1,1,25,26
rancher/mirrored-epinio-epinio-unpacker:v1.10.0,0,8,8
rancher/mirrored-flannel-flannel:v0.21.4,3,22,25
rancher/mirrored-flannel-flannel:v0.24.2,0,6,6
rancher/mirrored-fluent-fluent-bit:3.0.4,5,12,17
rancher/mirrored-fluent-fluent-bit:3.0.4-debug,22,558,580
rancher/mirrored-grafana-grafana-image-renderer:3.10.5,4,15,19
rancher/mirrored-grafana-grafana:10.4.9,0,0,0
rancher/mirrored-idealista-prom2teams:4.2.1,3,34,37
rancher/mirrored-ingress-nginx-kube-webhook-certgen:v1.4.1,0,1,1
rancher/mirrored-ingress-nginx-kube-webhook-certgen:v1.4.3,0,1,1
rancher/mirrored-ingress-nginx-kube-webhook-certgen:v1.4.4,0,1,1
rancher/mirrored-ingress-nginx-kube-webhook-certgen:v20230312-helm-chart-4.5.2-28-g66a760794,0,9,9
rancher/mirrored-ingress-nginx-kube-webhook-certgen:v20231011-8b53cabe0,0,3,3
rancher/mirrored-ingress-nginx-kube-webhook-certgen:v20231226-1a7112e06,0,2,2
rancher/mirrored-istio-install-cni:1.18.2-distroless,0,12,12
rancher/mirrored-istio-install-cni:1.19.6-distroless,0,2,2
rancher/mirrored-istio-install-cni:1.20.3-distroless,0,2,2
rancher/mirrored-istio-install-cni:1.21.1-distroless,0,2,2
rancher/mirrored-istio-pilot:1.18.2-distroless,1,6,7
rancher/mirrored-istio-pilot:1.19.6-distroless,0,1,1
rancher/mirrored-istio-pilot:1.20.3-distroless,0,1,1
rancher/mirrored-istio-pilot:1.21.1-distroless,0,0,0
rancher/mirrored-istio-proxyv2:1.19.6-distroless,0,5,5
rancher/mirrored-istio-proxyv2:1.21.1-distroless,0,2,2
rancher/mirrored-jaegertracing-all-in-one:1.52.0,0,4,4
rancher/mirrored-jaegertracing-all-in-one:1.56.0,0,4,4
rancher/mirrored-jimmidyson-configmap-reload:v0.8.0,0,12,12
rancher/mirrored-k8s-dns-dnsmasq-nanny:1.22.28,0,3,3
rancher/mirrored-k8s-dns-kube-dns:1.22.28,0,1,1
rancher/mirrored-k8s-dns-node-cache:1.22.28,0,10,10
rancher/mirrored-k8s-dns-sidecar:1.22.28,0,1,1
rancher/mirrored-kiali-kiali:v1.75.0,0,13,13
