image,critical,high,total
rancher/aks-operator:v1.10.9,0,10,10
rancher/appco-redis:8.0.3-2.1,1,8,9
rancher/backup-restore-operator:v6.0.3,0,12,12
rancher/cis-operator:v1.3.9,0,11,11
rancher/eks-operator:v1.10.9,0,13,13
rancher/fleet-agent:v0.11.14,0,8,8
rancher/fleet:v0.11.14,0,11,11
rancher/gke-operator:v1.10.9,0,14,14
rancher/hardened-addon-resizer:1.8.23-build20251016,0,6,6
rancher/hardened-calico:v3.30.3-build20251015,0,4,4
rancher/hardened-cluster-autoscaler:v1.10.2-build20251015,0,6,6
rancher/hardened-cni-plugins:v1.8.0-build20251014,0,6,6
rancher/hardened-coredns:v1.13.1-build20251015,0,22,22
rancher/hardened-dns-node-cache:1.26.7-build20251016,0,20,20
rancher/hardened-etcd:v3.5.21-k3s1-build20251017,0,12,12
rancher/hardened-flannel:v0.27.4-build20251015,0,10,10
rancher/hardened-k8s-metrics-server:v0.8.0-build20251015,0,10,10
rancher/hardened-multus-cni:v4.2.3-build20251031,0,30,30
rancher/hardened-multus-dynamic-networks-controller:v0.3.7-build20251022,0,6,6
rancher/hardened-multus-thick:v4.2.3-build20251031,0,30,30
rancher/hardened-whereabouts:v0.9.2-build20251015,0,24,24
rancher/harvester-cloud-provider:v0.2.4,1,22,23
rancher/harvester-cloud-provider:v0.2.5,0,24,24
rancher/harvester-csi-driver:v0.2.3,1,33,34
rancher/harvester-csi-driver:v0.2.4,1,27,28
rancher/k3s-upgrade:v1.28.15-k3s1,2,28,30
rancher/k3s-upgrade:v1.29.15-k3s1,2,26,28
rancher/k3s-upgrade:v1.30.14-k3s2,2,26,28
rancher/k3s-upgrade:v1.31.14-k3s1,2,24,26
rancher/klipper-helm:v0.9.10-build20251111,0,30,30
rancher/klipper-helm:v0.9.4-build20250113,0,57,57
rancher/klipper-lb:v0.4.13,0,4,4
rancher/kube-api-auth:v0.2.4,0,17,17
rancher/kubectl:v1.23.3,0,38,38
rancher/kubectl:v1.29.2,0,16,16
rancher/kubectl:v1.30.11,0,10,10
rancher/kubectl:v1.31.1,0,10,10
rancher/kuberlr-kubectl:v3.0.1,0,55,55
rancher/kuberlr-kubectl:v3.0.2,0,54,54
rancher/kuberlr-kubectl:v4.0.2,0,45,45
rancher/local-path-provisioner:v0.0.32,1,13,14
rancher/machine:v0.15.0-rancher125,2,42,44
rancher/mirrored-bci-busybox:15.6.24.2,0,7,7
rancher/mirrored-bci-micro:15.6.24.2,0,5,5
rancher/mirrored-brancz-kube-rbac-proxy:v0.18.2,0,14,14
rancher/mirrored-calico-apiserver:v3.30.4,0,0,0
rancher/mirrored-calico-cni:v3.30.4,0,0,0
rancher/mirrored-calico-csi:v3.30.4,0,10,10
rancher/mirrored-calico-ctl:v3.27.4,0,15,15
rancher/mirrored-calico-ctl:v3.30.2,0,12,12
rancher/mirrored-calico-ctl:v3.30.4,0,10,10
rancher/mirrored-calico-envoy-gateway:v3.30.4,0,16,16
rancher/mirrored-calico-envoy-proxy:v3.30.4,0,0,0
rancher/mirrored-calico-envoy-ratelimit:v3.30.4,0,10,10
rancher/mirrored-calico-goldmane:v3.30.4,0,0,0
rancher/mirrored-calico-kube-controllers:v3.27.4,0,1,1
rancher/mirrored-calico-kube-controllers:v3.30.2,0,0,0
rancher/mirrored-calico-kube-controllers:v3.30.4,0,0,0
rancher/mirrored-calico-node-driver-registrar:v3.30.4,0,10,10
rancher/mirrored-calico-node:v3.27.4,0,19,19
rancher/mirrored-calico-node:v3.30.2,0,16,16
rancher/mirrored-calico-node:v3.30.4,0,14,14
rancher/mirrored-calico-operator:v1.38.7,0,10,10
rancher/mirrored-calico-pod2daemon-flexvol:v3.27.4,0,11,11
rancher/mirrored-calico-pod2daemon-flexvol:v3.30.2,0,11,11
rancher/mirrored-calico-pod2daemon-flexvol:v3.30.4,0,9,9
rancher/mirrored-calico-typha:v3.30.4,0,0,0
rancher/mirrored-calico-whisker-backend:v3.30.4,0,0,0
rancher/mirrored-calico-whisker:v3.30.4,0,0,0
rancher/mirrored-cilium-certgen:v0.2.4,0,12,12
rancher/mirrored-cilium-cilium-envoy:v1.34.10-1761014632-c360e8557eb41011dfb5210f8fb53fed6c0b3222,0,3,3
rancher/mirrored-cilium-cilium:v1.18.3,0,84,84
rancher/mirrored-cilium-clustermesh-apiserver:v1.18.3,0,19,19
rancher/mirrored-cilium-hubble-relay:v1.18.3,0,11,11
rancher/mirrored-cilium-hubble-ui-backend:v0.13.3,0,14,14
rancher/mirrored-cilium-hubble-ui:v0.13.3,3,17,20
rancher/mirrored-cilium-operator-aws:v1.18.3,0,12,12
rancher/mirrored-cilium-operator-azure:v1.18.3,0,12,12
rancher/mirrored-cilium-operator-generic:v1.18.3,0,12,12
rancher/mirrored-cloud-provider-vsphere-cpi-release-manager:v1.27.0,0,34,34
rancher/mirrored-cloud-provider-vsphere-cpi-release-manager:v1.30.1,0,17,17
rancher/mirrored-cloud-provider-vsphere-csi-release-driver:v3.2.0,25,131,156
rancher/mirrored-cloud-provider-vsphere-csi-release-driver:v3.3.1,24,112,136
rancher/mirrored-cloud-provider-vsphere-csi-release-driver:v3.5.0,18,124,142
rancher/mirrored-cloud-provider-vsphere-csi-release-syncer:v3.2.0,13,81,94
rancher/mirrored-cloud-provider-vsphere-csi-release-syncer:v3.3.1,12,68,80
rancher/mirrored-cloud-provider-vsphere-csi-release-syncer:v3.5.0,7,66,73
rancher/mirrored-cloud-provider-vsphere:v1.31.0,0,16,16
rancher/mirrored-cloud-provider-vsphere:v1.31.1,0,16,16
rancher/mirrored-cluster-api-controller:v1.8.3,0,12,12
rancher/mirrored-cluster-proportional-autoscaler:v1.9.0,0,12,12
rancher/mirrored-coredns-coredns:1.11.1,0,20,20
rancher/mirrored-coredns-coredns:1.11.3,0,10,10
rancher/mirrored-coredns-coredns:1.13.1,0,18,18
rancher/mirrored-coreos-etcd:v3.5.15,0,24,24
rancher/mirrored-curlimages-curl:8.9.1,2,22,24
rancher/mirrored-elemental-operator:1.7.3,0,0,0
rancher/mirrored-elemental-seedimage-builder:1.7.3,0,0,0
rancher/mirrored-flannel-flannel:v0.25.1,3,40,43
rancher/mirrored-fluent-fluent-bit:3.1.8,4,25,29
rancher/mirrored-grafana-grafana-image-renderer:3.12.6,9,69,78
rancher/mirrored-grafana-grafana:11.4.5,2,26,28
rancher/mirrored-idealista-prom2teams:4.2.1,3,48,51
rancher/mirrored-ingress-nginx-kube-webhook-certgen:v1.6.4,0,9,9
rancher/mirrored-jimmidyson-configmap-reload:v0.13.1,0,11,11
rancher/mirrored-k8s-dns-dnsmasq-nanny:1.23.0,0,29,29
rancher/mirrored-k8s-dns-kube-dns:1.23.0,0,15,15
rancher/mirrored-k8s-dns-node-cache:1.23.0,1,50,51
rancher/mirrored-k8s-dns-sidecar:1.23.0,0,15,15
rancher/mirrored-kiwigrid-k8s-sidecar:1.28.0,3,32,35
rancher/mirrored-kube-logging-config-reloader:v0.0.6,0,12,12
rancher/mirrored-kube-logging-fluentd:v1.16-4.10-full,8,44,52
rancher/mirrored-kube-logging-logging-operator:4.10.0,0,8,8
rancher/mirrored-kube-state-metrics-kube-state-metrics:v2.14.0,0,14,14
rancher/mirrored-kube-vip-kube-vip-iptables:v0.8.7,2,29,31
rancher/mirrored-kube-vip-kube-vip-iptables:v0.9.2,2,26,28
rancher/mirrored-library-busybox:1.36.1,0,0,0
rancher/mirrored-library-busybox:1.37.0,0,0,0
rancher/mirrored-library-nginx:1.27.2-alpine,3,34,37
rancher/mirrored-library-traefik:2.11.18,0,25,25
rancher/mirrored-library-traefik:2.11.24,0,21,21
rancher/mirrored-library-traefik:2.11.30,0,21,21
rancher/mirrored-longhornio-backing-image-manager:v1.9.1,3,56,59
rancher/mirrored-longhornio-csi-attacher:v3.2.1,0,58,58
rancher/mirrored-longhornio-csi-attacher:v4.9.0-20250709,0,10,10
rancher/mirrored-longhornio-csi-node-driver-registrar:v2.14.0-20250709,0,11,11
rancher/mirrored-longhornio-csi-node-driver-registrar:v2.3.0,0,55,55
rancher/mirrored-longhornio-csi-provisioner:v2.1.2,0,65,65
rancher/mirrored-longhornio-csi-provisioner:v5.3.0-20250709,0,9,9
rancher/mirrored-longhornio-csi-resizer:v1.14.0-20250709,0,9,9
rancher/mirrored-longhornio-csi-resizer:v1.2.0,0,58,58
rancher/mirrored-longhornio-csi-snapshotter:v8.3.0-20250709,0,10,10
rancher/mirrored-longhornio-livenessprobe:v2.16.0-20250709,0,10,10
rancher/mirrored-longhornio-longhorn-engine:v1.9.1,5,63,68
rancher/mirrored-longhornio-longhorn-instance-manager:v1.9.1,5,61,66
rancher/mirrored-longhornio-longhorn-manager:v1.9.1,7,38,45
rancher/mirrored-longhornio-longhorn-share-manager:v1.9.1,2,27,29
rancher/mirrored-longhornio-longhorn-ui:v1.9.1,3,25,28
rancher/mirrored-longhornio-support-bundle-kit:v0.0.61,2,30,32
rancher/mirrored-messagebird-sachet:0.3.1,1,46,47
rancher/mirrored-metrics-server:v0.7.1,0,13,13
rancher/mirrored-metrics-server:v0.8.0,0,10,10
rancher/mirrored-nginx-ingress-controller-defaultbackend:1.5-rancher2,0,0,0
rancher/mirrored-pause:3.6,0,0,0
