image,critical,high,total
rancher/aks-operator:v1.12.10,0,5,5
rancher/appco-k8s-sidecar:1.30.7-11.3,1,21,22
rancher/appco-redis:8.0.3-2.1,1,7,8
rancher/backup-restore-operator:v8.1.6,0,0,0
rancher/compliance-operator:v1.2.10,0,2,2
rancher/eks-operator:v1.12.10,0,6,6
rancher/fleet-agent:v0.13.13,0,0,0
rancher/fleet:v0.13.13,0,4,4
rancher/gke-operator:v1.12.10,0,7,7
rancher/hardened-addon-resizer:1.8.23-build20260604,0,2,2
rancher/hardened-calico:v3.32.0-build20260604,0,2,2
rancher/hardened-cluster-autoscaler:v1.10.3-build20260604,0,2,2
rancher/hardened-cni-plugins:v1.9.1-build20260608,0,0,0
rancher/hardened-coredns:v1.14.4-build20260610,0,0,0
rancher/hardened-csi-snapshotter:v8.6.0-build20260608,0,1,1
rancher/hardened-dns-node-cache:1.26.8-build20260608,0,2,2
rancher/hardened-etcd:v3.6.12-k3s1-build20260603,0,0,0
rancher/hardened-flannel:v0.28.5-build20260604,0,2,2
rancher/hardened-k8s-metrics-server:v0.8.1-build20260604,0,2,2
rancher/hardened-kubernetes:v1.32.13-rke2r1-build20260227,0,76,76
rancher/hardened-kubernetes:v1.33.13-rke2r1-build20260612,0,32,32
rancher/hardened-multus-cni:v4.2.4-build20260310,0,21,21
rancher/hardened-multus-dynamic-networks-controller:v0.3.7-build20260310,0,5,5
rancher/hardened-multus-thick:v4.2.4-build20260310,0,17,17
rancher/hardened-snapshot-controller:v8.6.0-build20260608,0,1,1
rancher/hardened-traefik:v3.7.4-build20260608,0,0,0
rancher/hardened-whereabouts:v0.9.4-build20260604,0,8,8
rancher/harvester-cloud-provider:v0.2.5,1,20,21
rancher/harvester-cloud-provider:v0.2.6,1,9,10
rancher/harvester-csi-driver:v0.2.4,2,32,34
rancher/harvester-csi-driver:v0.2.8,1,16,17
rancher/k3s-upgrade:v1.31.14-k3s1,2,27,29
rancher/k3s-upgrade:v1.32.13-k3s1,0,9,9
rancher/k3s-upgrade:v1.33.13-k3s1,0,0,0
rancher/klipper-helm:v0.11.1-build20260615,0,10,10
rancher/klipper-helm:v0.9.4-build20250113,0,79,79
rancher/klipper-lb:v0.4.16,0,2,2
rancher/klipper-lb:v0.4.17,0,0,0
rancher/kube-api-auth:v0.2.4,0,16,16
rancher/kube-webhook-certgen:v1.14.5-hardened2,0,8,8
rancher/kubectl:v1.33.1,0,12,12
rancher/kubectl:v1.33.5,0,11,11
rancher/kubectl:v1.33.9,0,7,7
rancher/kuberlr-kubectl:v5.0.0,0,49,49
rancher/kuberlr-kubectl:v5.0.1,0,46,46
rancher/kuberlr-kubectl:v5.0.4,0,36,36
rancher/local-path-provisioner:v0.0.36,0,4,4
rancher/machine:v0.15.0-rancher133,2,38,40
rancher/mirrored-bci-busybox:15.6.24.2,0,7,7
rancher/mirrored-bci-micro:15.6.24.2,0,5,5
rancher/mirrored-brancz-kube-rbac-proxy:v0.18.2,0,16,16
rancher/mirrored-calico-apiserver:v3.32.0,0,0,0
rancher/mirrored-calico-cni:v3.32.0,0,0,0
rancher/mirrored-calico-csi:v3.32.0,0,8,8
rancher/mirrored-calico-ctl:v3.32.0,0,19,19
rancher/mirrored-calico-envoy-gateway:v3.32.0,0,19,19
rancher/mirrored-calico-envoy-proxy:v3.32.0,0,0,0
rancher/mirrored-calico-envoy-ratelimit:v3.32.0,0,6,6
rancher/mirrored-calico-goldmane:v3.32.0,0,0,0
rancher/mirrored-calico-kube-controllers:v3.32.0,0,0,0
rancher/mirrored-calico-node-driver-registrar:v3.32.0,0,8,8
rancher/mirrored-calico-node:v3.32.0,0,23,23
rancher/mirrored-calico-operator:v1.42.0,0,20,20
rancher/mirrored-calico-pod2daemon-flexvol:v3.32.0,0,5,5
rancher/mirrored-calico-typha:v3.32.0,0,0,0
rancher/mirrored-calico-whisker-backend:v3.32.0,0,0,0
rancher/mirrored-calico-whisker:v3.32.0,0,0,0
rancher/mirrored-cilium-certgen:v0.4.3,0,18,18
rancher/mirrored-cilium-cilium-envoy:v1.36.6-1778235340-b87d1e32f522b33bd51701c6476d199326f01496,0,2,2
rancher/mirrored-cilium-cilium:v1.19.4,0,36,36
rancher/mirrored-cilium-clustermesh-apiserver:v1.19.4,0,6,6
rancher/mirrored-cilium-hubble-relay:v1.19.4,0,2,2
rancher/mirrored-cilium-hubble-ui-backend:v0.13.5,0,8,8
rancher/mirrored-cilium-hubble-ui:v0.13.5,0,2,2
rancher/mirrored-cilium-operator-aws:v1.19.4,0,2,2
rancher/mirrored-cilium-operator-azure:v1.19.4,0,13,13
rancher/mirrored-cilium-operator-generic:v1.19.4,0,2,2
rancher/mirrored-cloud-provider-vsphere-cpi-release-manager:v1.30.1,0,32,32
rancher/mirrored-cloud-provider-vsphere-csi-release-driver:v3.2.0,25,135,160
rancher/mirrored-cloud-provider-vsphere-csi-release-driver:v3.3.1,24,116,140
rancher/mirrored-cloud-provider-vsphere-csi-release-driver:v3.5.0,21,130,151
rancher/mirrored-cloud-provider-vsphere-csi-release-syncer:v3.2.0,13,84,97
rancher/mirrored-cloud-provider-vsphere-csi-release-syncer:v3.3.1,12,71,83
rancher/mirrored-cloud-provider-vsphere-csi-release-syncer:v3.5.0,7,72,79
rancher/mirrored-cloud-provider-vsphere:v1.32.2,0,30,30
rancher/mirrored-cloud-provider-vsphere:v1.33.0,0,28,28
rancher/mirrored-cluster-api-controller:v1.10.2,0,14,14
rancher/mirrored-coredns-coredns:1.14.4,0,9,9
rancher/mirrored-curlimages-curl:8.9.1,2,22,24
rancher/mirrored-elemental-operator:1.7.4,0,0,0
rancher/mirrored-elemental-seedimage-builder:1.7.4,0,0,0
rancher/mirrored-fluent-fluent-bit:3.1.8,4,25,29
rancher/mirrored-grafana-grafana-image-renderer:v4.0.5,3,29,32
rancher/mirrored-grafana-grafana:11.5.5,2,29,31
rancher/mirrored-idealista-prom2teams:4.2.1,3,48,51
rancher/mirrored-ingress-nginx-kube-webhook-certgen:v1.6.7,0,10,10
rancher/mirrored-jimmidyson-configmap-reload:v0.13.1,0,11,11
rancher/mirrored-kube-logging-config-reloader:v0.0.6,0,12,12
rancher/mirrored-kube-logging-fluentd:v1.16-4.10-full,12,78,90
rancher/mirrored-kube-logging-logging-operator:4.10.0,0,10,10
rancher/mirrored-kube-state-metrics-kube-state-metrics:v2.15.0,0,28,28
rancher/mirrored-kube-vip-kube-vip-iptables:v0.9.2,2,28,30
rancher/mirrored-kube-vip-kube-vip-iptables:v1.1.2,2,17,19
rancher/mirrored-library-busybox:1.31.1,0,0,0
rancher/mirrored-library-busybox:1.36.1,0,0,0
rancher/mirrored-library-busybox:1.37.0,0,0,0
rancher/mirrored-library-nginx:1.27.2-alpine,3,35,38
rancher/mirrored-library-traefik:2.11.30,0,23,23
rancher/mirrored-library-traefik:3.3.6,0,23,23
rancher/mirrored-library-traefik:3.7.4,0,2,2
rancher/mirrored-longhornio-backing-image-manager:v1.11.2,0,15,15
rancher/mirrored-longhornio-csi-attacher:v3.2.1,0,58,58
rancher/mirrored-longhornio-csi-attacher:v4.11.0-20260428,0,4,4
rancher/mirrored-longhornio-csi-node-driver-registrar:v2.16.0-20260428,0,3,3
rancher/mirrored-longhornio-csi-node-driver-registrar:v2.3.0,0,56,56
rancher/mirrored-longhornio-csi-provisioner:v2.1.2,0,80,80
rancher/mirrored-longhornio-csi-provisioner:v5.3.0-20250709,0,11,11
rancher/mirrored-longhornio-csi-provisioner:v5.3.0-20260428,0,4,4
rancher/mirrored-longhornio-csi-resizer:v1.2.0,0,58,58
rancher/mirrored-longhornio-csi-resizer:v2.1.0-20260428,0,4,4
rancher/mirrored-longhornio-csi-snapshotter:v8.3.0-20250709,0,12,12
rancher/mirrored-longhornio-csi-snapshotter:v8.5.0-20260428,0,4,4
rancher/mirrored-longhornio-livenessprobe:v2.18.0-20260428,0,2,2
rancher/mirrored-longhornio-longhorn-engine:v1.11.2,2,19,21
rancher/mirrored-longhornio-longhorn-instance-manager:v1.11.2,1,18,19
rancher/mirrored-longhornio-longhorn-manager:v1.11.2,2,12,14
rancher/mirrored-longhornio-longhorn-share-manager:v1.11.2,0,11,11
rancher/mirrored-longhornio-longhorn-ui:v1.11.2,0,12,12
rancher/mirrored-longhornio-support-bundle-kit:v0.0.84,0,11,11
rancher/mirrored-messagebird-sachet:0.3.1,1,45,46
rancher/mirrored-metrics-server:v0.8.1,0,9,9
rancher/mirrored-pause:3.6,0,0,0
rancher/mirrored-prometheus-adapter-prometheus-adapter:v0.12.0,0,13,13
rancher/mirrored-prometheus-alertmanager:v0.28.1,0,24,24
rancher/mirrored-prometheus-node-exporter:v1.9.0,0,10,10
rancher/mirrored-prometheus-operator-admission-webhook:v0.80.1,0,12,12
rancher/mirrored-prometheus-operator-prometheus-config-reloader:v0.80.1,0,12,12
rancher/mirrored-prometheus-operator-prometheus-operator:v0.80.1,0,12,12
rancher/mirrored-sig-storage-csi-attacher:v4.5.0,0,17,17
rancher/mirrored-sig-storage-csi-attacher:v4.7.0,0,12,12
rancher/mirrored-sig-storage-csi-attacher:v4.8.1,0,12,12
rancher/mirrored-sig-storage-csi-node-driver-registrar:v2.10.0,0,12,12
rancher/mirrored-sig-storage-csi-node-driver-registrar:v2.12.0,0,11,11
rancher/mirrored-sig-storage-csi-node-driver-registrar:v2.13.0,0,11,11
rancher/mirrored-sig-storage-csi-provisioner:v4.0.0,0,16,16
rancher/mirrored-sig-storage-csi-provisioner:v4.0.1,0,16,16
rancher/mirrored-sig-storage-csi-resizer:v1.10.0,0,15,15
rancher/mirrored-sig-storage-csi-resizer:v1.10.1,0,15,15
rancher/mirrored-sig-storage-csi-resizer:v1.12.0,0,12,12
rancher/mirrored-sig-storage-csi-snapshotter:v7.0.1,0,15,15
rancher/mirrored-sig-storage-csi-snapshotter:v7.0.2,0,15,15
rancher/mirrored-sig-storage-csi-snapshotter:v8.2.0,0,11,11
rancher/mirrored-sig-storage-livenessprobe:v2.12.0,0,14,14
rancher/mirrored-sig-storage-livenessprobe:v2.14.0,0,11,11
rancher/mirrored-sig-storage-livenessprobe:v2.15.0,0,11,11
rancher/mirrored-sig-storage-snapshot-controller:v8.2.0,0,10,10
rancher/mirrored-sonobuoy-sonobuoy:v0.57.3,0,10,10
rancher/mirrored-thanos-thanos:v0.37.2,0,16,16
rancher/neuvector-compliance-config:1.0.14,0,0,0
rancher/neuvector-controller:5.5.3,0,19,19
rancher/neuvector-enforcer:5.5.3,0,6,6
rancher/neuvector-manager:5.5.3,0,6,6
rancher/neuvector-prometheus-exporter:1.0.14,0,10,10
rancher/neuvector-registry-adapter:0.2.8,0,2,2
rancher/neuvector-scanner:6,0,1,1
rancher/neuvector-updater:0.0.12,0,2,2
rancher/nginx-ingress-controller:v1.14.5-hardened2,0,9,9
rancher/prom-prometheus:v3.2.1,0,36,36
rancher/prometheus-federator:v4.2.1,0,13,13
rancher/pushprox-client:v0.1.5-rancher2-client,2,23,25
rancher/pushprox-proxy:v0.1.5-rancher2-proxy,2,23,25
rancher/rancher-agent:v2.12-head,0,11,11
rancher/rancher-csp-adapter:v7.0.0,0,14,14
rancher/rancher-webhook:v0.8.7,0,0,0
rancher/rancher:v2.12-head,1,114,115
rancher/remotedialer-proxy:v0.5.1,0,0,0
rancher/rke2-cloud-provider:v1.33.11-0.20260415182038-2566e39d309b-build20260416,0,17,17
rancher/rke2-runtime:v1.32.13-rke2r1,0,38,38
rancher/rke2-runtime:v1.33.13-rke2r1,0,9,9
rancher/rke2-upgrade:v1.32.13-rke2r1,0,29,29
rancher/rke2-upgrade:v1.33.13-rke2r1,0,7,7
rancher/scc-operator:v0.4.3,0,0,0
rancher/security-scan:v0.7.11,0,8,8
rancher/shell:v0.5.3,0,17,17
rancher/supportability-review-app-frontend:v0.19.0,0,21,21
rancher/supportability-review-internal:latest,0,6,6
rancher/supportability-review-operator:v0.19.0,0,9,9
rancher/supportability-review:latest,0,9,9
