image,critical,high,total
rancher/hardened-addon-resizer:1.8.23-build20260819,0,0,0
rancher/hardened-calico:v3.32.1-build20260827,0,0,0
rancher/hardened-cluster-autoscaler:v1.10.3-build20260819,0,0,0
rancher/hardened-coredns:v1.14.7-build20260819,0,0,0
rancher/hardened-dns-node-cache:1.26.8-build20260819,0,0,0
rancher/hardened-etcd:v3.6.14-k3s1-build20260819,0,0,0
rancher/hardened-flannel:v0.28.9-build20260819,0,0,0
rancher/hardened-k8s-metrics-server:v0.9.0-build20260819,0,0,0
rancher/hardened-kubernetes:v1.36.4-rke2r1-build20260821,0,0,0
rancher/hardened-snapshot-controller:v8.6.0-build20260819,0,0,0
rancher/hardened-traefik:v3.7.11-build20260819,0,0,0
rancher/klipper-helm:v0.13.3-build20260820,0,0,0
rancher/klipper-lb:v0.4.17,0,0,0
rancher/mirrored-pause:3.10.2,0,0,0
rancher/rke2-cloud-provider:v1.36.4-0.20260817193921-a2fc9574e060-build20260820,0,0,0
rancher/rke2-runtime:v1.36.4-rc4-rke2r1,0,1,1
