image,critical,high,total
fluent/fluent-bit:2.1.8,5,20,25
ghcr.io/k8snetworkplumbingwg/whereabouts:v0.7.0,0,4,4
ghcr.io/kube-logging/config-reloader:v0.0.5,0,10,10
ghcr.io/kube-logging/fluentd:v1.15-ruby3,3,21,24
ghcr.io/kube-vip/kube-vip-iptables:v0.8.1,0,5,5
longhornio/backing-image-manager:v1.7.3,3,19,22
longhornio/csi-attacher:v4.8.0,0,0,0
longhornio/csi-node-driver-registrar:v2.13.0,0,0,0
longhornio/csi-provisioner:v4.0.1-20250204,0,0,0
longhornio/csi-resizer:v1.13.1,0,0,0
longhornio/csi-snapshotter:v7.0.2-20250204,0,0,0
longhornio/livenessprobe:v2.15.0,0,0,0
longhornio/longhorn-cli:v1.7.3,3,12,15
longhornio/longhorn-engine:v1.7.3,3,15,18
longhornio/longhorn-instance-manager:v1.7.3,3,17,20
longhornio/longhorn-manager:v1.7.3,3,14,17
longhornio/longhorn-share-manager:v1.7.3,3,14,17
longhornio/longhorn-ui:v1.7.3,3,17,20
longhornio/support-bundle-kit:v0.0.51,3,12,15
rancher/fleet-agent:v0.11.2,0,3,3
rancher/fleet:v0.11.2,3,24,27
rancher/gitjob:v0.9.8,3,25,28
rancher/hardened-addon-resizer:1.8.22-build20250110,0,0,0
rancher/hardened-calico:v3.29.2-build20250306,3,9,12
rancher/hardened-cluster-autoscaler:v1.9.0-build20241126,0,1,1
rancher/hardened-cni-plugins:v1.6.2-build20250306,0,1,1
rancher/hardened-coredns:v1.12.0-build20241126,0,1,1
rancher/hardened-dns-node-cache:1.24.0-build20241211,0,0,0
rancher/hardened-etcd:v3.5.19-k3s1-build20250306,0,0,0
rancher/hardened-flannel:v0.26.5-build20250306,3,16,19
rancher/hardened-k8s-metrics-server:v0.7.2-build20250110,0,0,0
rancher/hardened-kubernetes:v1.31.7-rke2r1-build20250312,3,4,7
rancher/hardened-multus-cni:v4.1.4-build20250108,0,0,0
rancher/harvester-cluster-repo:v1.4-head,3,5,8
rancher/harvester-eventrouter:v0.3.3,0,2,2
rancher/harvester-load-balancer-webhook:v0.4.4,1,4,5
rancher/harvester-load-balancer:v0.4.4,1,4,5
rancher/harvester-network-controller:v0.5.6,4,19,23
rancher/harvester-network-helper:v0.5.6,1,5,6
rancher/harvester-network-webhook:v0.5.6,1,5,6
rancher/harvester-networkfs-manager:v0.1.2,3,17,20
rancher/harvester-node-disk-manager-webhook:v0.7.11,3,10,13
rancher/harvester-node-disk-manager:v0.7.11,3,11,14
rancher/harvester-node-manager-webhook:v0.3.4,3,10,13
rancher/harvester-node-manager:v0.3.4,3,10,13
rancher/harvester-pcidevices:v0.4.3,3,6,9
rancher/harvester-seeder:v0.4.3,3,6,9
rancher/harvester-upgrade:v1.4-head,3,8,11
rancher/harvester-vm-import-controller:v0.4.3,3,7,10
rancher/harvester-webhook:v1.4-head,3,8,11
rancher/harvester:v1.4-head,3,8,11
rancher/klipper-helm:v0.9.4-build20250113,0,3,3
