image,critical,high,total
rancher/hardened-addon-resizer:1.8.23-build20260909,0,0,0
rancher/hardened-calico:v3.32.2-build20260909,0,0,0
rancher/hardened-cluster-autoscaler:v1.10.3-build20260819,0,0,0
rancher/hardened-cni-plugins:v1.9.1-build20260903,0,0,0
rancher/hardened-coredns:v1.14.7-build20260909,0,0,0
rancher/hardened-csi-snapshotter:v8.6.0-build20260909,0,0,0
rancher/hardened-dns-node-cache:1.26.8-build20260909,0,3,3
rancher/hardened-etcd:v3.6.14-k3s3-build20260915,0,0,0
rancher/hardened-flannel:v0.28.9-build20260909,0,0,0
rancher/hardened-k8s-metrics-server:v0.9.0-build20260909,0,0,0
rancher/hardened-multus-cni:v4.3.1-build20260910,0,0,0
rancher/hardened-multus-dynamic-networks-controller:v0.3.8-build20260909,0,0,0
rancher/hardened-multus-thick:v4.3.1-build20260910,0,1,1
rancher/hardened-snapshot-controller:v8.6.0-build20260909,0,0,0
rancher/hardened-traefik:v3.7.13-build20260910,0,0,0
rancher/hardened-whereabouts:v0.9.4-build20260819,0,1,1
rancher/harvester-cloud-provider:v0.2.8,0,6,6
rancher/harvester-csi-driver:v0.2.9,0,10,10
rancher/klipper-helm:v0.13.3-build20260909,0,0,0
rancher/klipper-lb:v0.4.17,0,0,0
rancher/mirrored-calico-apiserver:v3.32.2,0,2,2
rancher/mirrored-calico-cni:v3.32.2,0,2,2
rancher/mirrored-calico-csi:v3.32.2,1,2,3
rancher/mirrored-calico-ctl:v3.32.2,1,4,5
rancher/mirrored-calico-envoy-gateway:v3.32.2,1,5,6
rancher/mirrored-calico-envoy-proxy:v3.32.2,0,0,0
rancher/mirrored-calico-envoy-ratelimit:v3.32.2,1,2,3
rancher/mirrored-calico-goldmane:v3.32.2,0,4,4
rancher/mirrored-calico-kube-controllers:v3.32.2,0,2,2
rancher/mirrored-calico-node-driver-registrar:v3.32.2,1,2,3
rancher/mirrored-calico-node:v3.32.2,1,12,13
rancher/mirrored-calico-operator:v1.42.6,0,2,2
rancher/mirrored-calico-pod2daemon-flexvol:v3.32.2,0,0,0
rancher/mirrored-calico-typha:v3.32.2,0,2,2
rancher/mirrored-calico-whisker-backend:v3.32.2,0,2,2
rancher/mirrored-calico-whisker:v3.32.2,0,0,0
rancher/mirrored-cilium-certgen:v0.4.11,0,2,2
rancher/mirrored-cilium-cilium-envoy:v1.37.6-1789133542-cbec91f666af0bf742da986d43832932dbb26b82,0,0,0
rancher/mirrored-cilium-cilium:v1.20.2,0,12,12
rancher/mirrored-cilium-clustermesh-apiserver:v1.20.2,0,7,7
rancher/mirrored-cilium-hubble-relay:v1.20.2,0,1,1
rancher/mirrored-cilium-hubble-ui-backend:v0.13.6,0,0,0
rancher/mirrored-cilium-hubble-ui:v0.13.6,0,0,0
rancher/mirrored-cilium-operator-aws:v1.20.2,0,3,3
rancher/mirrored-cilium-operator-azure:v1.20.2,0,3,3
rancher/mirrored-cilium-operator-generic:v1.20.2,0,3,3
rancher/mirrored-kube-vip-kube-vip-iptables:v1.2.3,0,9,9
rancher/mirrored-library-busybox:1.36.1,0,0,0
rancher/mirrored-longhornio-csi-attacher:v4.11.0-20260428,0,11,11
rancher/mirrored-longhornio-csi-node-driver-registrar:v2.16.0-20260428,0,9,9
rancher/mirrored-longhornio-csi-provisioner:v5.3.0-20260428,0,11,11
rancher/mirrored-longhornio-csi-resizer:v2.1.0-20260428,0,11,11
rancher/mirrored-longhornio-csi-snapshotter:v8.5.0-20260428,0,11,11
rancher/mirrored-pause:3.10.2,0,0,0
rancher/rke2-cloud-provider:v1.34.12-0.20260915234148-f2918dc7011c-build20260916,0,0,0
registry.rancher.com/rancher/hardened-cloud-provider-vsphere:v1.34.0-build20260911,0,0,0
registry.rancher.com/rancher/hardened-csi-attacher:v4.9.0-build20260909,0,0,0
registry.rancher.com/rancher/hardened-csi-node-driver-registrar:v2.13.0-build20260909,0,0,0
registry.rancher.com/rancher/hardened-csi-provisioner:v4.0.1-build20260909,0,0,0
registry.rancher.com/rancher/hardened-csi-resizer:v1.12.0-build20260909,0,0,0
registry.rancher.com/rancher/hardened-livenessprobe:v2.15.0-build20260909,0,0,0
registry.rancher.com/rancher/hardened-vsphere-csi-driver:v3.7.3-build20260909,0,0,0
registry.rancher.com/rancher/hardened-vsphere-csi-syncer:v3.7.3-build20260909,0,0,0
registry.rancher.com/rancher/kube-webhook-certgen:v1.15.1-prime12,0,0,0
registry.rancher.com/rancher/nginx-ingress-controller:v1.15.1-prime12,0,0,0
