image,critical,high,total
ghcr.io/k8snetworkplumbingwg/whereabouts:v0.8.0,2,45,47
ghcr.io/kube-vip/kube-vip-iptables:v0.8.1,2,31,33
longhornio/backing-image-manager:v1.8.2,2,45,47
longhornio/csi-attacher:v4.9.0,0,11,11
longhornio/csi-node-driver-registrar:v2.14.0,0,12,12
longhornio/csi-provisioner:v5.3.0,0,9,9
longhornio/csi-resizer:v1.13.2,0,9,9
longhornio/csi-snapshotter:v8.2.0,0,9,9
longhornio/livenessprobe:v2.16.0,0,11,11
longhornio/longhorn-cli:v1.8.2,2,31,33
longhornio/longhorn-engine:v1.8.2,4,63,67
longhornio/longhorn-instance-manager:v1.8.2,6,63,69
longhornio/longhorn-manager:v1.8.2,5,39,44
longhornio/longhorn-share-manager:v1.8.2,3,38,41
longhornio/longhorn-ui:v1.8.2,2,30,32
longhornio/support-bundle-kit:v0.0.56,2,36,38
rancher/fleet-agent:v0.12.4,1,21,22
rancher/fleet:v0.12.4,4,54,58
rancher/gitjob:v0.9.8,0,56,56
rancher/hardened-addon-resizer:1.8.23-build20250612,0,8,8
rancher/hardened-cluster-autoscaler:v1.10.2-build20250611,0,8,8
rancher/hardened-cni-plugins:v1.7.1-build20250611,0,5,5
rancher/hardened-coredns:v1.12.2-build20250611,0,15,15
rancher/hardened-dns-node-cache:1.26.0-build20250611,0,23,23
rancher/hardened-etcd:v3.5.21-k3s1-build20250612,0,16,16
rancher/hardened-flannel:v0.27.1-build20250710,3,38,41
rancher/hardened-k8s-metrics-server:v0.8.0-build20250704,0,10,10
rancher/hardened-kubernetes:v1.32.7-rke2r1-build20250716,0,76,76
rancher/hardened-multus-cni:v4.2.1-build20250627,0,40,40
rancher/harvester-cluster-repo:v1.5.2,3,20,23
rancher/harvester-eventrouter:v1.5.1,0,13,13
rancher/harvester-load-balancer-webhook:v1.5.2,1,19,20
rancher/harvester-load-balancer:v1.5.2,1,19,20
rancher/harvester-network-controller:v1.5.2,4,32,36
rancher/harvester-network-helper:v1.5.2,1,22,23
rancher/harvester-network-webhook:v1.5.2,1,22,23
rancher/harvester-networkfs-manager:v1.5.2,2,22,24
rancher/harvester-node-disk-manager-webhook:v1.5.2,1,20,21
rancher/harvester-node-disk-manager:v1.5.2,2,27,29
rancher/harvester-node-manager-webhook:v1.5.2,3,24,27
rancher/harvester-node-manager:v1.5.2,3,23,26
rancher/harvester-pcidevices:v1.5.2,2,25,27
rancher/harvester-seeder:v1.5.2,3,25,28
rancher/harvester-upgrade:v1.5.2,5,101,106
rancher/harvester-vm-import-controller:v1.5.2,3,38,41
rancher/harvester-webhook:v1.5.2,3,43,46
rancher/harvester:v1.5.2,2,43,45
rancher/klipper-helm:v0.9.8-build20250709,0,43,43
rancher/klipper-lb:v0.4.13,0,4,4
rancher/kubectl:v1.32.3,0,10,10
rancher/mirrored-cluster-api-controller:v1.9.5,0,12,12
rancher/mirrored-fluent-fluent-bit:3.1.8,4,28,32
rancher/mirrored-grafana-grafana:11.1.0,1,19,20
rancher/mirrored-ingress-nginx-kube-webhook-certgen:v1.6.0,0,11,11
rancher/mirrored-kiwigrid-k8s-sidecar:1.27.4,5,34,39
rancher/mirrored-kube-logging-config-reloader:v0.0.6,0,12,12
rancher/mirrored-kube-logging-fluentd:v1.16-4.10-full,8,44,52
rancher/mirrored-kube-logging-logging-operator:4.10.0,0,8,8
rancher/mirrored-kube-state-metrics-kube-state-metrics:v2.12.0,0,14,14
rancher/mirrored-library-busybox:1.31.1,0,0,0
rancher/mirrored-library-nginx:1.24.0-alpine,2,11,13
rancher/mirrored-pause:3.6,0,0,0
rancher/mirrored-prometheus-adapter-prometheus-adapter:v0.12.0,0,11,11
rancher/mirrored-prometheus-alertmanager:v0.27.0,0,30,30
rancher/mirrored-prometheus-node-exporter:v1.8.2,0,9,9
rancher/mirrored-prometheus-operator-admission-webhook:v0.75.1,0,14,14
rancher/mirrored-prometheus-operator-prometheus-config-reloader:v0.75.1,0,16,16
rancher/mirrored-prometheus-operator-prometheus-operator:v0.75.1,0,14,14
rancher/mirrored-prometheus-prometheus:v2.53.1,0,32,32
rancher/mirrored-sig-storage-snapshot-controller:v8.2.0,0,8,8
rancher/rancher-agent:v2.11.3,0,51,51
rancher/rancher-webhook:v0.7.3,0,11,11
rancher/rancher:v2.11.3,1,186,187
rancher/rke2-cloud-provider:v1.32.5-rc1.0.20250516182639-8e8f2a4726fd-build20250612,0,17,17
rancher/rke2-runtime:v1.32.7-rke2r1,0,61,61
rancher/shell:v0.4.1,1,76,77
rancher/support-bundle-kit:v0.0.65,3,32,35
rancher/system-agent-installer-rancher:v2.11.3,0,15,15
rancher/system-agent-installer-rke2:v1.32.7-rke2r1,0,0,0
rancher/system-agent:v0.3.12-suc,2,27,29
rancher/system-upgrade-controller:v0.15.2,0,8,8
registry.k8s.io/sig-storage/snapshot-controller:v6.3.4,0,14,14
registry.k8s.io/sig-storage/snapshot-validation-webhook:v6.3.4,0,14,14
registry.suse.com/bci/bci-base:15.6,3,15,18
registry.suse.com/suse/sles/15.6/cdi-apiserver:1.61.0-150600.3.12.1,3,31,34
registry.suse.com/suse/sles/15.6/cdi-cloner:1.61.0-150600.3.12.1,3,31,34
registry.suse.com/suse/sles/15.6/cdi-controller:1.61.0-150600.3.12.1,2,27,29
registry.suse.com/suse/sles/15.6/cdi-importer:1.61.0-150600.3.12.1,3,33,36
registry.suse.com/suse/sles/15.6/cdi-operator:1.61.0-150600.3.12.1,2,26,28
registry.suse.com/suse/sles/15.6/cdi-uploadproxy:1.61.0-150600.3.12.1,3,26,29
registry.suse.com/suse/sles/15.6/cdi-uploadserver:1.61.0-150600.3.12.1,3,39,42
registry.suse.com/suse/sles/15.6/libguestfs-tools:1.4.1-150600.5.21.2,3,73,76
registry.suse.com/suse/sles/15.6/virt-api:1.4.1-150600.5.21.2,3,22,25
registry.suse.com/suse/sles/15.6/virt-controller:1.4.1-150600.5.21.2,2,14,16
registry.suse.com/suse/sles/15.6/virt-handler:1.4.1-150600.5.21.2,3,27,30
registry.suse.com/suse/sles/15.6/virt-launcher:1.4.1-150600.5.21.2,3,54,57
registry.suse.com/suse/sles/15.6/virt-operator:1.4.1-150600.5.21.2,2,21,23
registry.suse.com/suse/vmdp/vmdp:2.5.4.2,0,0,0
