image,critical,high,total
ghcr.io/k8snetworkplumbingwg/whereabouts:v0.6.3,0,16,16
ghcr.io/kube-vip/kube-vip-iptables:v0.6.0,0,32,32
longhornio/backing-image-manager:v1.6.4,0,27,27
longhornio/csi-attacher:v4.7.0-20241219,0,0,0
longhornio/csi-node-driver-registrar:v2.12.0-20241219,0,0,0
longhornio/csi-provisioner:v3.6.4-20241219,0,0,0
longhornio/csi-resizer:v1.12.0-20241219,0,0,0
longhornio/csi-snapshotter:v6.3.4-20241219,0,0,0
longhornio/livenessprobe:v2.14.0-20241219,0,0,0
longhornio/longhorn-engine:v1.6.4,0,21,21
longhornio/longhorn-instance-manager:v1.6.4,0,22,22
longhornio/longhorn-manager:v1.6.4,0,22,22
longhornio/longhorn-share-manager:v1.6.4,0,19,19
longhornio/longhorn-ui:v1.6.4,0,25,25
longhornio/support-bundle-kit:v0.0.48,0,17,17
rancher/fleet-agent:v0.9.5,0,25,25
rancher/fleet:v0.9.5,0,24,24
rancher/gitjob:v0.9.8,0,27,27
rancher/hardened-addon-resizer:1.8.20-build20241001,0,3,3
rancher/hardened-calico:v3.28.2-build20241016,0,18,18
rancher/hardened-cluster-autoscaler:v1.8.11-build20241014,0,1,1
rancher/hardened-cni-plugins:v1.5.1-build20241009,0,1,1
rancher/hardened-coredns:v1.11.3-build20241018,0,0,0
rancher/hardened-dns-node-cache:1.23.1-build20241008,0,3,3
rancher/hardened-etcd:v3.5.13-k3s1-build20240910,0,0,0
rancher/hardened-flannel:v0.25.7-build20241008,0,27,27
rancher/hardened-k8s-metrics-server:v0.7.1-build20241008,0,0,0
rancher/hardened-kubernetes:v1.28.15-rke2r1-build20241023,0,0,0
rancher/hardened-multus-cni:v4.1.2-build20241011,0,0,0
rancher/harvester-cluster-repo:v1.3-head,0,16,16
rancher/harvester-eventrouter:v0.3.2,0,2,2
rancher/harvester-load-balancer-webhook:v0.4.4,1,4,5
rancher/harvester-load-balancer:v0.4.4,1,4,5
rancher/harvester-network-controller:v0.4.2,1,21,22
rancher/harvester-network-helper:v0.4.2,1,5,6
rancher/harvester-network-webhook:v0.4.2,1,5,6
rancher/harvester-node-disk-manager:v0.6.5,0,19,19
rancher/harvester-node-manager-webhook:v0.2.3,0,18,18
rancher/harvester-node-manager:v0.2.3,0,18,18
rancher/harvester-pcidevices:v0.3.3,0,14,14
rancher/harvester-seeder:v0.3.3,0,18,18
rancher/harvester-upgrade:v1.3-head,0,9,9
rancher/harvester-vm-import-controller:v0.3.4,0,19,19
rancher/harvester-webhook:v1.3-head,0,8,8
rancher/harvester:v1.3-head,0,8,8
rancher/klipper-helm:v0.9.3-build20241008,0,2,2
rancher/klipper-lb:v0.4.9,0,2,2
rancher/kubectl:v1.20.2,0,34,34
rancher/kubectl:v1.21.5,0,30,30
rancher/mirrored-banzaicloud-fluentd:v1.14.6-alpine-5,7,42,49
rancher/mirrored-banzaicloud-logging-operator:3.17.10,0,36,36
rancher/mirrored-cluster-api-controller:v1.4.4,0,18,18
rancher/mirrored-fluent-fluent-bit:2.2.0,5,19,24
rancher/mirrored-grafana-grafana:9.1.5,3,94,97
rancher/mirrored-ingress-nginx-kube-webhook-certgen:v20221220-controller-v1.5.1-58-g787ea74b6,0,25,25
rancher/mirrored-jimmidyson-configmap-reload:v0.4.0,0,38,38
rancher/mirrored-kiwigrid-k8s-sidecar:1.24.6,6,17,23
rancher/mirrored-kube-state-metrics-kube-state-metrics:v2.6.0,1,34,35
rancher/mirrored-library-busybox:1.31.1,0,0,0
rancher/mirrored-library-nginx:1.24.0-alpine,2,7,9
rancher/mirrored-pause:3.6,0,0,0
rancher/mirrored-prometheus-adapter-prometheus-adapter:v0.10.0,0,38,38
rancher/mirrored-prometheus-alertmanager:v0.25.0,0,42,42
rancher/mirrored-prometheus-node-exporter:v1.3.1,0,43,43
rancher/mirrored-prometheus-operator-prometheus-config-reloader:v0.65.1,0,12,12
rancher/mirrored-prometheus-operator-prometheus-operator:v0.65.1,0,19,19
rancher/mirrored-prometheus-prometheus:v2.42.0,0,52,52
rancher/mirrored-sig-storage-snapshot-controller:v8.1.0,0,0,0
rancher/mirrored-sig-storage-snapshot-validation-webhook:v8.1.0,0,0,0
rancher/rancher-webhook:v0.4.7,0,2,2
rancher/rancher:v2.8.5,4,225,229
rancher/rke2-cloud-provider:v1.28.15-0.20241016053552-63bfb1936862-build20241016,0,0,0
rancher/rke2-runtime:v1.28.15-rke2r1,0,2,2
rancher/shell:v0.1.26,0,19,19
rancher/support-bundle-kit:v0.0.48,0,17,17
rancher/system-agent-installer-rancher:v2.8.5,0,6,6
rancher/system-agent-installer-rke2:v1.28.15-rke2r1,0,0,0
rancher/system-agent:v0.3.6-suc,0,29,29
rancher/system-upgrade-controller:v0.13.1,0,9,9
registry.k8s.io/sig-storage/snapshot-controller:v6.3.3,0,8,8
registry.k8s.io/sig-storage/snapshot-validation-webhook:v6.3.3,0,8,8
registry.suse.com/bci/bci-base:15.6,0,0,0
registry.suse.com/suse/sles/15.5/libguestfs-tools:1.1.1-150500.8.18.1,0,29,29
registry.suse.com/suse/sles/15.5/virt-api:1.1.1-150500.8.18.1,0,15,15
registry.suse.com/suse/sles/15.5/virt-controller:1.1.1-150500.8.18.1,0,15,15
registry.suse.com/suse/sles/15.5/virt-handler:1.1.1-150500.8.18.1,0,22,22
registry.suse.com/suse/sles/15.5/virt-launcher:1.1.1-150500.8.18.1,0,52,52
registry.suse.com/suse/sles/15.5/virt-operator:1.1.1-150500.8.18.1,0,15,15
registry.suse.com/suse/vmdp/vmdp:2.5.4.2,0,0,0
