image,critical,high,total
rancher/aks-operator:v1.12.9,0,4,4
rancher/appco-k8s-sidecar:1.30.7-11.3,1,21,22
rancher/appco-redis:8.0.3-2.1,1,7,8
rancher/backup-restore-operator:v8.1.4,0,10,10
rancher/compliance-operator:v1.2.9,0,0,0
rancher/eks-operator:v1.12.9,0,5,5
rancher/fleet-agent:v0.13.11,0,3,3
rancher/fleet:v0.13.11,0,4,4
rancher/gke-operator:v1.12.9,0,6,6
rancher/hardened-addon-resizer:1.8.23-build20260413,0,1,1
rancher/hardened-calico:v3.31.5-build20260415,0,3,3
rancher/hardened-cluster-autoscaler:v1.10.3-build20260414,0,2,2
rancher/hardened-cni-plugins:v1.9.1-build20260415,0,3,3
rancher/hardened-coredns:v1.14.2-build20260416,0,8,8
rancher/hardened-csi-snapshotter:v8.5.0-build20260410,0,1,1
rancher/hardened-dns-node-cache:1.26.8-build20260416,0,10,10
rancher/hardened-etcd:v3.6.7-k3s1-build20260415,0,4,4
rancher/hardened-flannel:v0.28.4-build20260415,0,3,3
rancher/hardened-k8s-metrics-server:v0.8.1-build20260413,0,3,3
rancher/hardened-kubernetes:v1.32.13-rke2r1-build20260227,0,37,37
rancher/hardened-kubernetes:v1.33.11-rke2r1-build20260416,0,4,4
rancher/hardened-multus-cni:v4.2.4-build20260310,0,15,15
rancher/hardened-multus-dynamic-networks-controller:v0.3.7-build20260310,0,3,3
rancher/hardened-multus-thick:v4.2.4-build20260310,0,15,15
rancher/hardened-snapshot-controller:v8.5.0-build20260410,0,1,1
rancher/hardened-traefik:v3.6.13-build20260416,0,11,11
rancher/hardened-whereabouts:v0.9.3-build20260408,0,3,3
rancher/harvester-cloud-provider:v0.2.4,1,22,23
rancher/harvester-cloud-provider:v0.2.5,0,24,24
rancher/harvester-csi-driver:v0.2.4,2,25,27
rancher/harvester-csi-driver:v0.2.8,0,15,15
rancher/k3s-upgrade:v1.31.14-k3s1,2,24,26
rancher/k3s-upgrade:v1.32.13-k3s1,0,5,5
rancher/k3s-upgrade:v1.33.11-k3s1,0,0,0
rancher/klipper-helm:v0.9.17-build20260422,0,7,7
rancher/klipper-helm:v0.9.4-build20250113,0,56,56
rancher/klipper-lb:v0.4.15,0,2,2
rancher/klipper-lb:v0.4.16,0,0,0
rancher/kube-api-auth:v0.2.4,0,17,17
rancher/kube-webhook-certgen:v1.14.5-hardened2,0,5,5
rancher/kubectl:v1.33.1,0,10,10
rancher/kubectl:v1.33.5,0,9,9
rancher/kubectl:v1.33.9,0,5,5
rancher/kuberlr-kubectl:v5.0.0,0,44,44
rancher/kuberlr-kubectl:v5.0.1,0,41,41
rancher/kuberlr-kubectl:v5.0.4,0,30,30
rancher/local-path-provisioner:v0.0.35,0,4,4
rancher/machine:v0.15.0-rancher133,2,29,31
rancher/mirrored-bci-busybox:15.6.24.2,0,7,7
rancher/mirrored-bci-micro:15.6.24.2,0,5,5
rancher/mirrored-brancz-kube-rbac-proxy:v0.18.2,0,14,14
rancher/mirrored-calico-apiserver:v3.31.5,0,0,0
rancher/mirrored-calico-cni:v3.31.5,0,0,0
rancher/mirrored-calico-csi:v3.31.5,0,5,5
rancher/mirrored-calico-ctl:v3.31.5,0,5,5
rancher/mirrored-calico-envoy-gateway:v3.31.5,0,8,8
rancher/mirrored-calico-envoy-proxy:v3.31.5,0,0,0
rancher/mirrored-calico-envoy-ratelimit:v3.31.5,0,5,5
rancher/mirrored-calico-goldmane:v3.31.5,0,0,0
rancher/mirrored-calico-kube-controllers:v3.31.5,0,0,0
rancher/mirrored-calico-node-driver-registrar:v3.31.5,0,5,5
rancher/mirrored-calico-node:v3.31.5,0,6,6
rancher/mirrored-calico-operator:v1.40.8,0,6,6
rancher/mirrored-calico-pod2daemon-flexvol:v3.31.5,0,5,5
rancher/mirrored-calico-typha:v3.31.5,0,0,0
rancher/mirrored-calico-whisker-backend:v3.31.5,0,0,0
