image,critical,high,total
rancher/aks-operator:v1.15.1,0,0,0
rancher/appco-redis:8.0.3-2.1,1,8,9
rancher/backup-restore-operator:v11.0.3-rc.2,0,1,1
rancher/compliance-operator:v1.5.2-rc.1,0,0,0
rancher/eks-operator:v1.15.1,0,0,0
rancher/fleet-agent:v0.16.1,0,0,0
rancher/fleet:v0.16.1,0,0,0
rancher/gke-operator:v1.15.2,0,1,1
rancher/hardened-addon-resizer:1.8.23-build20260819,0,0,0
rancher/hardened-calico:v3.32.1-build20260827,0,5,5
rancher/hardened-cluster-autoscaler:v1.10.3-build20260819,0,0,0
rancher/hardened-cni-plugins:v1.9.1-build20260819,0,0,0
rancher/hardened-coredns:v1.14.7-build20260819,0,1,1
rancher/hardened-csi-snapshotter:v8.6.0-build20260708,0,7,7
rancher/hardened-dns-node-cache:1.26.8-build20260819,0,1,1
rancher/hardened-etcd:v3.6.14-k3s1-build20260819,0,2,2
rancher/hardened-flannel:v0.28.9-build20260819,0,1,1
rancher/hardened-k8s-metrics-server:v0.9.0-build20260819,0,1,1
rancher/hardened-kubernetes:v1.34.11-rke2r1-build20260821,0,5,5
rancher/hardened-kubernetes:v1.35.8-rke2r1-build20260821,0,5,5
rancher/hardened-kubernetes:v1.36.4-rke2r1-build20260821,0,5,5
rancher/hardened-multus-cni:v4.3.0-build20260722,0,2,2
rancher/hardened-multus-dynamic-networks-controller:v0.3.8-build20260722,0,5,5
rancher/hardened-multus-thick:v4.3.0-build20260722,0,2,2
rancher/hardened-snapshot-controller:v8.6.0-build20260819,0,1,1
rancher/hardened-traefik:v3.7.11-build20260819,0,1,1
rancher/hardened-whereabouts:v0.9.4-build20260721,0,12,12
rancher/harvester-cloud-provider:v0.2.8,0,7,7
rancher/harvester-csi-driver:v0.2.9,0,11,11
rancher/helm-controller:v0.16.26,0,7,7
rancher/k3s-upgrade:v1.34.11-k3s1,0,4,4
rancher/k3s-upgrade:v1.35.8-k3s1,0,4,4
rancher/k3s-upgrade:v1.36.4-k3s1,0,4,4
rancher/klipper-helm:v0.11.0-build20260602,0,19,19
rancher/klipper-helm:v0.13.3-build20260727,0,14,14
rancher/klipper-helm:v0.13.3-build20260820,0,2,2
rancher/klipper-lb:v0.4.17,0,0,0
rancher/kube-api-auth:v0.15.1,0,5,5
rancher/kube-webhook-certgen:v1.14.5-hardened2,0,14,14
rancher/kuberlr-kubectl:v7.1.1,0,26,26
rancher/kuberlr-kubectl:v8.1.1,0,26,26
rancher/local-path-provisioner:v0.0.37,0,4,4
rancher/machine:v0.15.0-rancher145.1,0,5,5
rancher/mirrored-bci-micro:16.0-15.11,0,0,0
rancher/mirrored-calico-apiserver:v3.32.1,0,2,2
rancher/mirrored-calico-cni:v3.32.1,0,2,2
rancher/mirrored-calico-csi:v3.32.1,0,8,8
rancher/mirrored-calico-ctl:v3.32.1,0,9,9
rancher/mirrored-calico-envoy-gateway:v3.32.1,0,8,8
rancher/mirrored-calico-envoy-proxy:v3.32.1,0,0,0
rancher/mirrored-calico-envoy-ratelimit:v3.32.1,0,7,7
rancher/mirrored-calico-goldmane:v3.32.1,0,4,4
rancher/mirrored-calico-kube-controllers:v3.32.1,0,2,2
rancher/mirrored-calico-node-driver-registrar:v3.32.1,0,8,8
rancher/mirrored-calico-node:v3.32.1,0,10,10
rancher/mirrored-calico-operator:v1.42.3,1,12,13
rancher/mirrored-calico-pod2daemon-flexvol:v3.32.1,0,6,6
rancher/mirrored-calico-typha:v3.32.1,0,2,2
rancher/mirrored-calico-whisker-backend:v3.32.1,0,2,2
rancher/mirrored-calico-whisker:v3.32.1,0,0,0
rancher/mirrored-cilium-certgen:v0.4.6,0,6,6
rancher/mirrored-cilium-cilium-envoy:v1.36.9-1782267392-edeb3f2af56c37c407efa1f63f0b32f595399bbc,0,0,0
rancher/mirrored-cilium-cilium:v1.19.6,0,8,8
rancher/mirrored-cilium-clustermesh-apiserver:v1.19.6,0,8,8
rancher/mirrored-cilium-hubble-relay:v1.19.6,0,2,2
rancher/mirrored-cilium-hubble-ui-backend:v0.13.5,0,9,9
rancher/mirrored-cilium-hubble-ui:v0.13.5,0,4,4
rancher/mirrored-cilium-operator-aws:v1.19.6,0,2,2
rancher/mirrored-cilium-operator-azure:v1.19.6,0,2,2
rancher/mirrored-cilium-operator-generic:v1.19.6,0,2,2
rancher/mirrored-cloud-provider-vsphere-csi-release-driver:v3.7.2,20,41,61
rancher/mirrored-cloud-provider-vsphere-csi-release-syncer:v3.7.2,17,27,44
rancher/mirrored-cloud-provider-vsphere:v1.36.0,0,8,8
rancher/mirrored-coredns-coredns:1.14.6,0,16,16
rancher/mirrored-elemental-operator:1.9.2,0,0,0
rancher/mirrored-elemental-seedimage-builder:1.9.2,0,0,0
